X,Y,OBJECTID,DD_MM_YYY,TIME,LOCATION,DEPTH,MAG,EVALMODE,TYPE,MAG_100,GM_CODE,GM_NAAM,WATER,OAD,STED,BEV_DICHTH
474221.030839879997075,6689502.038295120000839,1397,15-6-1988 0:00:00,030243.06,Rilland,3,2.100000000000000,manual,tec,210,GM0703,Reimerswaal,NEE,502,4,220
659234.024723469978198,6588282.010709850117564,1398,17-10-1988 0:00:00,193954.72,Wittem,22,3.500000000000000,manual,tec,350,GM1729,Gulpen-Wittem,NEE,284,5,196
670477.293306160019711,6643966.749617449939251,1399,15-1-1990 0:00:00,182613.76,Posterholt,7,2.100000000000000,manual,tec,210,GM1669,Roerdalen,NEE,382,5,235
586653.716655340045691,6705213.597087520174682,1400,18-7-1990 0:00:00,200915.28,Oost-. West- en Middelbeers,13,2.300000000000000,manual,tec,230,GM0823,Oirschot,NEE,611,4,182
660458.539124749950133,6649999.830135519616306,1401,13-4-1992 0:00:00,012002.77,Linne,15,5.800000000000000,manual,tec,580,GM1641,Maasgouw,NEE,432,5,520
664577.360288009978831,6637583.620918090455234,1402,13-4-1992 0:00:00,012252.20,Maria-Hoop,11,0.900000000000000,manual,tec,90,GM1711,Echt-Susteren,NEE,709,4,309
660458.539124749950133,6649999.830135519616306,1403,13-4-1992 0:00:00,013108.08,Linne,10,0.700000000000000,manual,tec,70,GM1641,Maasgouw,NEE,432,5,520
658677.427270230022259,6649112.333636909723282,1404,13-4-1992 0:00:00,013332.41,Maasbracht,9,2.300000000000000,manual,tec,230,GM1641,Maasgouw,NEE,432,5,520
664911.318760629976168,6632622.399822359904647,1405,13-4-1992 0:00:00,013458.60,Koningsbosch,28,1.800000000000000,manual,tec,180,GM1711,Echt-Susteren,NEE,709,4,309
667026.389088119962253,6645918.142360909841955,1406,13-4-1992 0:00:00,014603.69,Sint Odiliënberg,14,2.000000000000000,manual,tec,200,GM1669,Roerdalen,NEE,382,5,235
658454.788288470008411,6651597.566278859972954,1407,13-4-1992 0:00:00,014642.38,Heel,20,1.700000000000000,manual,tec,170,GM1641,Maasgouw,NEE,432,5,520
659790.622179380035959,6653195.614275160245597,1408,13-4-1992 0:00:00,015330.61,Herten,10,1.900000000000000,manual,tec,190,GM0957,Roermond,NEE,1502,2,943
662573.609451900003478,6647337.629132670350373,1409,13-4-1992 0:00:00,020224.17,Sint Odiliënberg,13,2.300000000000000,manual,tec,230,GM1669,Roerdalen,NEE,382,5,235
661015.136579239973798,6648224.933311769738793,1410,13-4-1992 0:00:00,020430.55,Linne,8,2.100000000000000,manual,tec,210,GM1641,Maasgouw,NEE,432,5,520
662907.567924430011772,6638115.358453280292451,1411,13-4-1992 0:00:00,020507.46,Maria-Hoop,11,2.200000000000000,manual,tec,220,GM1711,Echt-Susteren,NEE,709,4,309
664020.762833670014516,6646805.292763809673488,1412,13-4-1992 0:00:00,020821.12,Sint Odiliënberg,15,2.400000000000000,manual,tec,240,GM1669,Roerdalen,NEE,382,5,235
666247.152651819982566,6648224.933311549946666,1413,13-4-1992 0:00:00,021918.43,Sint Odiliënberg,6,1.500000000000000,manual,tec,150,GM1669,Roerdalen,NEE,382,5,235
662573.60945188999176,6646805.292763870209455,1414,13-4-1992 0:00:00,023041.00,Sint Odiliënberg,9,2.200000000000000,manual,tec,220,GM1669,Roerdalen,NEE,382,5,235
666803.75010621000547,6641306.508362660184503,1415,13-4-1992 0:00:00,023853.74,Maria-Hoop,14,1.500000000000000,manual,tec,150,GM1711,Echt-Susteren,NEE,709,4,309
658120.829815739998594,6650887.422835510224104,1416,13-4-1992 0:00:00,030326.42,Heel,6,2.500000000000000,manual,tec,250,GM1641,Maasgouw,NEE,432,5,520
665690.555197280016728,6647870.000103980302811,1417,13-4-1992 0:00:00,030554.64,Sint Odiliënberg,3,1.500000000000000,manual,tec,150,GM1669,Roerdalen,NEE,382,5,235
663130.206906470004469,6648934.845878720283508,1418,13-4-1992 0:00:00,031010.53,Sint Odiliënberg,12,1.600000000000000,manual,tec,160,GM1669,Roerdalen,NEE,382,5,235
655671.801015840028413,6652485.332210689783096,1419,13-4-1992 0:00:00,031749.82,Heel,15,2.200000000000000,manual,tec,220,GM1641,Maasgouw,NEE,432,5,520
667360.347560790018179,6643789.373324969783425,1420,13-4-1992 0:00:00,033345.94,Sint Odiliënberg,15,1.800000000000000,manual,tec,180,GM1669,Roerdalen,NEE,382,5,235
665690.555197249981575,6646095.564754690043628,1421,13-4-1992 0:00:00,034127.23,Sint Odiliënberg,9,2.300000000000000,manual,tec,230,GM1669,Roerdalen,NEE,382,5,235
665356.596724570030347,6648224.933311589993536,1422,13-4-1992 0:00:00,034942.14,Sint Odiliënberg,8,4.000000000000000,manual,tec,400,GM1669,Roerdalen,NEE,382,5,235
658120.82981565000955,6646805.292764049954712,1423,13-4-1992 0:00:00,040007.15,Maasbracht,14,1.800000000000000,manual,tec,180,GM1641,Maasgouw,NEE,432,5,520
664577.360288240015507,6648579.881902569904923,1424,13-4-1992 0:00:00,040751.73,Sint Odiliënberg,15,1.200000000000000,manual,tec,120,GM1669,Roerdalen,NEE,382,5,235
666581.111124449991621,6644144.129750760272145,1425,13-4-1992 0:00:00,042243.53,Sint Odiliënberg,14,2.200000000000000,manual,tec,220,GM1669,Roerdalen,NEE,382,5,235
667360.347560790018179,6643789.373324969783425,1426,13-4-1992 0:00:00,044443.46,Sint Odiliënberg,10,1.400000000000000,manual,tec,140,GM1669,Roerdalen,NEE,382,5,235
666247.152651840006001,6648934.845878589898348,1427,13-4-1992 0:00:00,050314.36,Sint Odiliënberg,16,1.700000000000000,manual,tec,170,GM1669,Roerdalen,NEE,382,5,235
666469.791633420041762,6637760.862930140458047,1428,13-4-1992 0:00:00,052045.49,Maria-Hoop,7,3.100000000000000,manual,tec,310,GM1711,Echt-Susteren,NEE,709,4,309
665133.957742749946192,6647870.000104010105133,1429,13-4-1992 0:00:00,052458.37,Sint Odiliënberg,9,1.700000000000000,manual,tec,170,GM1669,Roerdalen,NEE,382,5,235
658677.427270230022259,6648934.845878900028765,1430,13-4-1992 0:00:00,052529.94,Maasbracht,14,2.300000000000000,manual,tec,230,GM1641,Maasgouw,NEE,432,5,520
656784.99592480994761,6648047.464785319752991,1431,13-4-1992 0:00:00,053519.62,Maasbracht,10,1.900000000000000,manual,tec,190,GM1641,Maasgouw,NEE,432,5,520
670143.334833430009894,6643434.632260399870574,1432,13-4-1992 0:00:00,053824.27,Posterholt,19,2.000000000000000,manual,tec,200,GM1669,Roerdalen,NEE,382,5,235
662684.928942849976011,6649467.32069384958595,1433,13-4-1992 0:00:00,055807.97,Herten,12,1.600000000000000,manual,tec,160,GM0957,Roermond,NEE,1502,2,943
659345.344215629971586,6647160.179832089692354,1434,13-4-1992 0:00:00,060128.66,Maasbracht,10,1.800000000000000,manual,tec,180,GM1641,Maasgouw,NEE,432,5,520
666803.750106279971078,6644676.293195709586143,1435,13-4-1992 0:00:00,060211.81,Sint Odiliënberg,15,3.100000000000000,manual,tec,310,GM1669,Roerdalen,NEE,382,5,235
666581.111124480026774,6645385.898236700333655,1436,13-4-1992 0:00:00,061635.47,Sint Odiliënberg,14,2.600000000000000,manual,tec,260,GM1669,Roerdalen,NEE,382,5,235
667360.347560820053332,6645208.491213499568403,1437,13-4-1992 0:00:00,062257.21,Sint Odiliënberg,13,1.800000000000000,manual,tec,180,GM1669,Roerdalen,NEE,382,5,235
666469.791633590008132,6645918.142360930331051,1438,13-4-1992 0:00:00,063340.32,Sint Odiliënberg,14,2.800000000000000,manual,tec,280,GM1669,Roerdalen,NEE,382,5,235
671033.890760679962113,6643789.373324809595942,1439,13-4-1992 0:00:00,064131.02,Posterholt,14,1.400000000000000,manual,tec,140,GM1669,Roerdalen,NEE,382,5,235
668473.542469869949855,6644853.688693179748952,1440,13-4-1992 0:00:00,081837.30,Sint Odiliënberg,15,1.700000000000000,manual,tec,170,GM1669,Roerdalen,NEE,382,5,235
661015.136579290032387,6650532.374209510162473,1441,13-4-1992 0:00:00,083259.97,Herten,6,1.700000000000000,manual,tec,170,GM0957,Roermond,NEE,1502,2,943
645987.00530753005296,6676669.583143570460379,1442,13-4-1992 0:00:00,113003.07,Ospel,20,2.000000000000000,manual,tec,200,GM0946,Nederweert,NEE,625,4,169
665913.194179089972749,6647692.53926838003099,1443,13-4-1992 0:00:00,115023.95,Sint Odiliënberg,14,1.800000000000000,manual,tec,180,GM1669,Roerdalen,NEE,382,5,235
664243.401815469958819,6646272.990991669707,1444,13-4-1992 0:00:00,180127.66,Sint Odiliënberg,18,1.700000000000000,manual,tec,170,GM1669,Roerdalen,NEE,382,5,235
662017.011997130000964,6635457.015654720366001,1445,13-4-1992 0:00:00,194606.75,Koningsbosch,11,1.400000000000000,manual,tec,140,GM1711,Echt-Susteren,NEE,709,4,309
669809.376360869966447,6651242.486857520416379,1446,13-4-1992 0:00:00,201933.42,Roermond,15,1.500000000000000,manual,tec,150,GM0957,Roermond,NEE,1502,2,943
667137.708579070051201,6648579.88190246000886,1447,13-4-1992 0:00:00,215002.70,Sint Odiliënberg,14,2.300000000000000,manual,tec,230,GM1669,Roerdalen,NEE,382,5,235
667582.986542630009353,6645385.898236650042236,1448,13-4-1992 0:00:00,225922.14,Sint Odiliënberg,15,2.100000000000000,manual,tec,210,GM1669,Roerdalen,NEE,382,5,235
663798.123851850046776,6646627.854996,1449,14-4-1992 0:00:00,000130.92,Sint Odiliënberg,15,2.000000000000000,manual,tec,200,GM1669,Roerdalen,NEE,382,5,235
663798.12385178997647,6643257.267488379962742,1450,14-4-1992 0:00:00,001740.25,Montfort,28,1.400000000000000,manual,tec,140,GM1669,Roerdalen,NEE,382,5,235
666024.513669969979674,6646272.990991589613259,1451,14-4-1992 0:00:00,023107.39,Sint Odiliënberg,14,2.400000000000000,manual,tec,240,GM1669,Roerdalen,NEE,382,5,235
672035.766178910038434,6647515.082277730107307,1452,14-4-1992 0:00:00,040727.11,Sint Odiliënberg,14,1.400000000000000,manual,tec,140,GM1669,Roerdalen,NEE,382,5,235
656562.356942940037698,6645740.723810579627752,1453,14-4-1992 0:00:00,042439.01,Maasbracht,13,1.400000000000000,manual,tec,140,GM1641,Maasgouw,NEE,432,5,520
659345.344215639983304,6647692.539268660359085,1454,14-4-1992 0:00:00,124139.88,Maasbracht,16,2.800000000000000,manual,tec,280,GM1641,Maasgouw,NEE,432,5,520
657675.551852009957656,6645918.142361289821565,1455,14-4-1992 0:00:00,124222.91,Maasbracht,19,1.900000000000000,manual,tec,190,GM1641,Maasgouw,NEE,432,5,520
666247.152651809970848,6647692.539268369786441,1456,14-4-1992 0:00:00,125632.42,Sint Odiliënberg,14,3.100000000000000,manual,tec,310,GM1669,Roerdalen,NEE,382,5,235
671813.127196970046498,6640774.563740850426257,1457,14-4-1992 0:00:00,132152.92,Posterholt,10,1.500000000000000,manual,tec,150,GM1669,Roerdalen,NEE,382,5,235
668473.542469989974052,6650532.374209210276604,1458,14-4-1992 0:00:00,173340.97,Roermond,15,1.500000000000000,manual,tec,150,GM0957,Roermond,NEE,1502,2,943
667026.389087929972447,6637051.917876499705017,1459,15-4-1992 0:00:00,001854.22,Maria-Hoop,16,1.500000000000000,manual,tec,150,GM1711,Echt-Susteren,NEE,709,4,309
659790.622179219964892,6645563.3091024402529,1460,16-4-1992 0:00:00,140716.78,Montfort,17,1.900000000000000,manual,tec,190,GM1669,Roerdalen,NEE,382,5,235
668250.903488329960965,6658524.695272199809551,1461,16-4-1992 0:00:00,232948.33,Roermond,20,1.200000000000000,manual,tec,120,GM0957,Roermond,NEE,1502,2,943
662128.331488359952345,6651420.024643369950354,1462,17-4-1992 0:00:00,052743.10,Herten,18,1.700000000000000,manual,tec,170,GM0957,Roermond,NEE,1502,2,943
654002.008652220014483,6651064.952922229655087,1463,17-4-1992 0:00:00,065558.84,Wessem,28,1.600000000000000,manual,tec,160,GM1641,Maasgouw,NEE,432,5,520
663686.804361099959351,6653905.95797208044678,1464,17-4-1992 0:00:00,155703.93,Herten,16,1.400000000000000,manual,tec,140,GM0957,Roermond,NEE,1502,2,943
664243.401815550052561,6650177.340978370048106,1465,18-4-1992 0:00:00,171127.18,Sint Odiliënberg,24,1.400000000000000,manual,tec,140,GM1669,Roerdalen,NEE,382,5,235
667026.389088180032559,6649289.825241530314088,1466,19-4-1992 0:00:00,061229.29,Sint Odiliënberg,17,1.500000000000000,manual,tec,150,GM1669,Roerdalen,NEE,382,5,235
669364.098397350055166,6656570.2959916703403,1467,19-4-1992 0:00:00,102613.95,Roermond,21,1.700000000000000,manual,tec,170,GM0957,Roermond,NEE,1502,2,943
677601.740724600036629,6667592.106265679933131,1468,19-4-1992 0:00:00,202740.16,Reuver,15,1.400000000000000,manual,tec,140,GM0889,Beesel,NEE,729,4,477
663130.206906470004469,6649289.825241689570248,1469,20-4-1992 0:00:00,011108.41,Sint Odiliënberg,20,1.400000000000000,manual,tec,140,GM1669,Roerdalen,NEE,382,5,235
665133.95774274005089,6647515.082278019748628,1470,20-4-1992 0:00:00,042828.68,Sint Odiliënberg,18,2.000000000000000,manual,tec,200,GM1669,Roerdalen,NEE,382,5,235
664911.31876093999017,6647692.539268430322409,1471,20-4-1992 0:00:00,044103.56,Sint Odiliënberg,18,2.000000000000000,manual,tec,200,GM1669,Roerdalen,NEE,382,5,235
667916.94501536001917,6645918.142360869795084,1472,20-4-1992 0:00:00,072701.84,Sint Odiliënberg,16,2.300000000000000,manual,tec,230,GM1669,Roerdalen,NEE,382,5,235
661460.414542870013975,6648757.361967490054667,1473,21-4-1992 0:00:00,075220.42,Linne,17,1.800000000000000,manual,tec,180,GM1641,Maasgouw,NEE,432,5,520
661794.373015580000356,6648047.464785129763186,1474,21-4-1992 0:00:00,161000.69,Sint Odiliënberg,18,2.100000000000000,manual,tec,210,GM1669,Roerdalen,NEE,382,5,235
668473.542470050044358,6653550.778418400324881,1475,22-4-1992 0:00:00,162606.56,Roermond,16,1.900000000000000,manual,tec,190,GM0957,Roermond,NEE,1502,2,943
663686.804361140006222,6655859.721046989783645,1476,23-4-1992 0:00:00,161940.03,Roermond,21,1.800000000000000,manual,tec,180,GM0957,Roermond,NEE,1502,2,943
669252.778906460036524,6657103.267690040171146,1477,24-4-1992 0:00:00,002347.21,Roermond,25,1.500000000000000,manual,tec,150,GM0957,Roermond,NEE,1502,2,943
666581.111124490038492,6645740.723810169845819,1478,24-4-1992 0:00:00,103527.49,Sint Odiliënberg,16,2.300000000000000,manual,tec,230,GM1669,Roerdalen,NEE,382,5,235
668807.500942799961194,6655326.830320020206273,1479,24-4-1992 0:00:00,135141.50,Roermond,23,1.500000000000000,manual,tec,150,GM0957,Roermond,NEE,1502,2,943
668807.500942570040934,6643966.749617519788444,1480,27-4-1992 0:00:00,213556.77,Sint Odiliënberg,23,1.500000000000000,manual,tec,150,GM1669,Roerdalen,NEE,382,5,235
667026.389088100055233,6645208.491213520057499,1481,1-5-1992 0:00:00,214610.95,Sint Odiliënberg,18,1.900000000000000,manual,tec,190,GM1669,Roerdalen,NEE,382,5,235
665356.596724550006911,6647337.629132560454309,1482,2-5-1992 0:00:00,085002.88,Sint Odiliënberg,17,2.600000000000000,manual,tec,260,GM1669,Roerdalen,NEE,382,5,235
669030.139924390008673,6644321.513724589720368,1483,4-5-1992 0:00:00,003802.54,Sint Odiliënberg,18,2.100000000000000,manual,tec,210,GM1669,Roerdalen,NEE,382,5,235
665356.596724590053782,6649112.333636639639735,1484,5-5-1992 0:00:00,082848.00,Sint Odiliënberg,17,2.000000000000000,manual,tec,200,GM1669,Roerdalen,NEE,382,5,235
662573.609451920026913,6648224.9333116998896,1485,15-5-1992 0:00:00,193327.20,Sint Odiliënberg,13,3.100000000000000,manual,tec,310,GM1669,Roerdalen,NEE,382,5,235
663686.804360950016417,6646805.292763819918036,1486,19-5-1992 0:00:00,013733.08,Sint Odiliënberg,15,1.800000000000000,manual,tec,180,GM1669,Roerdalen,NEE,382,5,235
664020.762833690037951,6647515.082278059795499,1487,15-2-1993 0:00:00,104658.55,Sint Odiliënberg,8,2.900000000000000,manual,tec,290,GM1669,Roerdalen,NEE,382,5,235
664020.762833700049669,6648047.46478503011167,1488,6-3-1993 0:00:00,194353.61,Sint Odiliënberg,5,1.600000000000000,manual,tec,160,GM1669,Roerdalen,NEE,382,5,235
663130.206906480016187,6649644.819993330165744,1489,3-6-1993 0:00:00,125739.09,Herten,11,3.400000000000000,manual,tec,340,GM0957,Roermond,NEE,1502,2,943
640643.669743639999069,6657991.63099601957947,1490,11-6-1993 0:00:00,170435.60,Stramproy,17,2.500000000000000,manual,tec,250,GM1640,Leudal,NEE,379,5,220
661015.136579229962081,6647692.539268589578569,1491,30-9-1993 0:00:00,231556.23,Linne,10,2.100000000000000,manual,tec,210,GM1641,Maasgouw,NEE,432,5,520
669809.376360749942251,6645385.898236559703946,1492,25-12-1993 0:00:00,055622.84,Sint Odiliënberg,14,1.600000000000000,manual,tec,160,GM1669,Roerdalen,NEE,382,5,235
664354.721306449966505,6649644.819993290118873,1493,9-1-1994 0:00:00,175036.91,Sint Odiliënberg,8,2.200000000000000,manual,tec,220,GM1669,Roerdalen,NEE,382,5,235
662684.928942829952575,6648402.405684149824083,1494,17-12-1994 0:00:00,053442.43,Sint Odiliënberg,11,2.200000000000000,manual,tec,220,GM1669,Roerdalen,NEE,382,5,235
654335.967123719980009,6594097.98226629011333,1495,30-3-1995 0:00:00,202908.04,Wijlre,20,2.200000000000000,manual,tec,220,GM1729,Gulpen-Wittem,NEE,284,5,196
661015.136578310048208,6604153.44906007964164,1496,12-7-1995 0:00:00,065132.86,Heerlen,5,1.800000000000000,manual,tec,180,GM0917,Heerlen,NEE,1799,2,1939
665133.957741840044037,6603800.417371300049126,1497,13-7-1995 0:00:00,064929.49,Heerlen,5,1.400000000000000,manual,tec,140,GM0917,Heerlen,NEE,1799,2,1939
664799.99926911003422,6603094.39948382973671,1498,13-7-1995 0:00:00,065038.98,Heerlen,5,1.400000000000000,manual,tec,140,GM0917,Heerlen,NEE,1799,2,1939
648213.395124359987676,6616519.124853390268981,1499,15-5-1996 0:00:00,070332.21,Geleen,14,2.200000000000000,manual,tec,220,GM1883,Sittard-Geleen,NEE,1486,3,1181
657007.634906759951264,6654971.589109780266881,1500,11-6-1996 0:00:00,013912.46,Heel,15,1.900000000000000,manual,tec,190,GM1641,Maasgouw,NEE,432,5,520
666469.791633639950305,6648934.8458785796538,1501,23-6-1996 0:00:00,003705.07,Sint Odiliënberg,6,1.800000000000000,manual,tec,180,GM1669,Roerdalen,NEE,382,5,235
654002.008651809999719,6631736.783307639881968,1502,1-9-1996 0:00:00,033325.29,Susteren,9,2.400000000000000,manual,tec,240,GM1711,Echt-Susteren,NEE,709,4,309
514630.006044759997167,6883547.865078370086849,1503,30-1-1997 0:00:00,100525.35,IJmuiden,4,2.000000000000000,manual,tec,200,GM0453,Velsen,NEE,1817,2,1509
657118.954401319962926,6838912.275987030006945,1504,3-2-1997 0:00:00,210039.74,Hoog Soeren,4,2.200000000000000,manual,tec,220,GM0200,Apeldoorn,NEE,1710,2,471
665133.957742669968866,6643789.373325060121715,1505,8-2-1997 0:00:00,214728.35,Montfort,12,2.100000000000000,manual,tec,210,GM1669,Roerdalen,NEE,382,5,235
664577.360288240015507,6648757.361967369914055,1506,12-2-1997 0:00:00,184919.13,Sint Odiliënberg,16,2.400000000000000,manual,tec,240,GM1669,Roerdalen,NEE,382,5,235
665356.596724519971758,6645563.309102220460773,1507,2-8-1997 0:00:00,181914.39,Sint Odiliënberg,9,1.700000000000000,manual,tec,170,GM1669,Roerdalen,NEE,382,5,235
640866.308725639944896,6666346.964341970160604,1508,14-8-1997 0:00:00,235150.99,Weert,14,1.700000000000000,manual,tec,170,GM0988,Weert,NEE,1292,3,475
641756.864652939955704,6669015.357814700342715,1509,15-8-1997 0:00:00,000003.29,Nederweert,3,2.000000000000000,manual,tec,200,GM0946,Nederweert,NEE,625,4,169
649326.590033899992704,6638647.130488499999046,1510,23-9-1998 0:00:00,043754.90,Echt,9,1.900000000000000,manual,tec,190,GM1711,Echt-Susteren,NEE,709,4,309
662907.567923699971288,6603094.399483899585903,1511,15-11-1998 0:00:00,175217.67,Heerlen,4,1.900000000000000,manual,tec,190,GM0917,Heerlen,NEE,1799,2,1939
650439.78494220005814,6603447.400847080163658,1512,23-4-1999 0:00:00,103543.93,Hulsberg,6,2.000000000000000,manual,tec,200,GM0951,Nuth,NEE,523,4,462
663130.206906500039622,6650532.37420944031328,1513,2-8-1999 0:00:00,014814.70,Herten,15,1.400000000000000,manual,tec,140,GM0957,Roermond,NEE,1502,2,943
619492.966472879983485,6718986.090742969885468,1514,11-9-1999 0:00:00,123254.50,Mariahout,12,3.400000000000000,manual,tec,340,GM1659,Laarbeek,NEE,615,4,396
663130.206906439969316,6647692.53926851041615,1515,29-9-1999 0:00:00,064245.51,Sint Odiliënberg,17,2.200000000000000,manual,tec,220,GM1669,Roerdalen,NEE,382,5,235
650885.062905819970183,6603270.8982705604285,1516,6-11-1999 0:00:00,053436.76,Hulsberg,6,2.100000000000000,manual,tec,210,GM0951,Nuth,NEE,523,4,462
657898.190832859952934,6600270.934209990315139,1517,15-6-2000 0:00:00,033716.34,Voerendaal,6,1.800000000000000,manual,tec,180,GM0986,Voerendaal,NEE,543,4,395
646209.644287680042908,6599741.642417109571397,1518,18-11-2000 0:00:00,114115.48,Valkenburg,4,0.800000000000000,manual,tec,80,GM0994,Valkenburg aan de Geul,NEE,657,4,448
660903.817087289993651,6598330.36420160997659,1519,20-12-2000 0:00:00,065912.42,Voerendaal,6,2.300000000000000,manual,tec,230,GM0986,Voerendaal,NEE,543,4,395
661015.136578200035729,6598859.565144410356879,1520,20-12-2000 0:00:00,070025.72,Voerendaal,4,2.500000000000000,manual,tec,250,GM0986,Voerendaal,NEE,543,4,395
661460.414541839971207,6599212.384697039611638,1521,20-12-2000 0:00:00,071350.55,Voerendaal,5,1.100000000000000,manual,tec,110,GM0986,Voerendaal,NEE,543,4,395
661460.414541839971207,6599212.384697039611638,1522,20-12-2000 0:00:00,232245.12,Voerendaal,4,1.000000000000000,manual,tec,100,GM0986,Voerendaal,NEE,543,4,395
660681.17810548003763,6598859.565144419670105,1523,21-12-2000 0:00:00,001854.87,Voerendaal,5,1.500000000000000,manual,tec,150,GM0986,Voerendaal,NEE,543,4,395
660458.53912362002302,6596566.607002399861813,1524,23-12-2000 0:00:00,005555.26,Voerendaal,1,1.700000000000000,manual,tec,170,GM0986,Voerendaal,NEE,543,4,395
660681.178105509956367,6600270.934209880419075,1525,31-12-2000 0:00:00,012108.88,Voerendaal,9,0.400000000000000,manual,tec,40,GM0986,Voerendaal,NEE,543,4,395
660903.817087320028804,6599918.069228069856763,1526,2-1-2001 0:00:00,154355.35,Voerendaal,5,0.700000000000000,manual,tec,70,GM0986,Voerendaal,NEE,543,4,395
663241.526396319968626,6598506.760731250047684,1527,5-1-2001 0:00:00,115306.64,Voerendaal,3,1.100000000000000,manual,tec,110,GM0986,Voerendaal,NEE,543,4,395
661015.136578229954466,6600270.934209859929979,1528,9-1-2001 0:00:00,015323.40,Voerendaal,5,1.000000000000000,manual,tec,100,GM0986,Voerendaal,NEE,543,4,395
661015.136578200035729,6598859.565144410356879,1529,15-1-2001 0:00:00,033753.13,Voerendaal,4,0.900000000000000,manual,tec,90,GM0986,Voerendaal,NEE,543,4,395
660347.219632750027813,6598330.364201639778912,1530,30-1-2001 0:00:00,023318.77,Voerendaal,3,0.700000000000000,manual,tec,70,GM0986,Voerendaal,NEE,543,4,395
660347.219632750027813,6597977.582494709640741,1531,30-1-2001 0:00:00,212704.14,Voerendaal,3,0.600000000000000,manual,tec,60,GM0986,Voerendaal,NEE,543,4,395
660347.219632779946551,6599741.642416589893401,1532,30-1-2001 0:00:00,224324.38,Voerendaal,3,1.100000000000000,manual,tec,110,GM0986,Voerendaal,NEE,543,4,395
660347.219632779946551,6599565.219391060061753,1533,30-1-2001 0:00:00,224327.15,Voerendaal,3,1.700000000000000,manual,tec,170,GM0986,Voerendaal,NEE,543,4,395
659790.622178129968233,6594097.982266070321202,1534,30-1-2001 0:00:00,230226.51,Elkenrade,2,0.300000000000000,manual,tec,30,GM0986,Voerendaal,NEE,543,4,395
660347.219632909982465,6605918.835021169856191,1535,2-2-2001 0:00:00,122229.57,Hoensbroek,3,0.400000000000000,manual,tec,40,GM0917,Heerlen,NEE,1799,2,1939
660347.21963304001838,6611747.301401100121439,1536,2-2-2001 0:00:00,140326.85,Amstenrade,3,0.600000000000000,manual,tec,60,GM0962,Schinnen,NEE,475,5,538
659790.62217824999243,6599565.219391089864075,1537,3-2-2001 0:00:00,172221.42,Voerendaal,3,1.700000000000000,manual,tec,170,GM0986,Voerendaal,NEE,543,4,395
663464.165378249948844,6604153.449059979990125,1538,7-2-2001 0:00:00,140429.94,Heerlen,3,1.000000000000000,manual,tec,100,GM0917,Heerlen,NEE,1799,2,1939
663686.804361009970307,6649644.819993319921196,1539,17-2-2001 0:00:00,005435.48,Sint Odiliënberg,11,2.700000000000000,manual,tec,270,GM1669,Roerdalen,NEE,382,5,235
660124.580650969990529,6599565.219391079619527,1540,6-3-2001 0:00:00,034912.06,Voerendaal,7,0.800000000000000,manual,tec,80,GM0986,Voerendaal,NEE,543,4,395
660903.817087300005369,6598859.565144410356879,1541,7-3-2001 0:00:00,091759.12,Voerendaal,5,3.100000000000000,manual,tec,310,GM0986,Voerendaal,NEE,543,4,395
660458.539123640046455,6597272.064484929665923,1542,7-3-2001 0:00:00,092002.64,Voerendaal,5,1.000000000000000,manual,tec,100,GM0986,Voerendaal,NEE,543,4,395
660347.219632750027813,6598153.971456159837544,1543,7-3-2001 0:00:00,093643.87,Voerendaal,5,0.400000000000000,manual,tec,40,GM0986,Voerendaal,NEE,543,4,395
660347.219632830005139,6601682.545619499869645,1544,7-3-2001 0:00:00,094040.90,Voerendaal,5,0.700000000000000,manual,tec,70,GM0986,Voerendaal,NEE,543,4,395
660347.219632740016095,6597801.197317079640925,1545,7-3-2001 0:00:00,100534.59,Voerendaal,6,1.300000000000000,manual,tec,130,GM0986,Voerendaal,NEE,543,4,395
660681.178105580038391,6603447.400846689939499,1546,7-3-2001 0:00:00,101941.94,Heerlen,5,0.900000000000000,manual,tec,90,GM0917,Heerlen,NEE,1799,2,1939
662017.011996350018308,6598330.364201569929719,1547,7-3-2001 0:00:00,102912.86,Voerendaal,4,3.000000000000000,manual,tec,300,GM0986,Voerendaal,NEE,543,4,395
662017.011996350018308,6598153.971456079743803,1548,7-3-2001 0:00:00,110359.55,Voerendaal,4,3.100000000000000,manual,tec,310,GM0986,Voerendaal,NEE,543,4,395
660903.817087310017087,6599388.800151280127466,1549,7-3-2001 0:00:00,120249.12,Voerendaal,5,0.700000000000000,manual,tec,70,GM0986,Voerendaal,NEE,543,4,395
660347.219632740016095,6597801.197317079640925,1550,7-3-2001 0:00:00,164609.06,Voerendaal,5,0.800000000000000,manual,tec,80,GM0986,Voerendaal,NEE,543,4,395
660124.580650959978811,6599388.800151309929788,1551,7-3-2001 0:00:00,213144.64,Voerendaal,4,1.400000000000000,manual,tec,140,GM0986,Voerendaal,NEE,543,4,395
661237.77556000999175,6598859.565144400112331,1552,7-3-2001 0:00:00,214726.64,Voerendaal,6,1.100000000000000,manual,tec,110,GM0986,Voerendaal,NEE,543,4,395
660903.817087259958498,6597272.064484920352697,1553,8-3-2001 0:00:00,014217.35,Voerendaal,5,0.600000000000000,manual,tec,60,GM0986,Voerendaal,NEE,543,4,395
660347.219632760039531,6598506.760731359943748,1554,8-3-2001 0:00:00,031241.28,Voerendaal,8,0.600000000000000,manual,tec,60,GM0986,Voerendaal,NEE,543,4,395
